index,precision,recall,f1-score,support,Weight_Func,Power,Num_Neighbors,source_model
0,0.8198495035397836,0.9646374685666387,0.8863696536452692,19088.0,uniform,1,300,KNeighborsClassifier
1,0.9291264174716506,0.6862349747964327,0.7894196886569427,12895.0,uniform,1,300,KNeighborsClassifier
accuracy,0.8523903323640684,0.8523903323640684,0.8523903323640684,0.8523903323640684,uniform,1,300,KNeighborsClassifier
macro avg,0.8744879605057171,0.8254362216815356,0.8378946711511059,31983.0,uniform,1,300,KNeighborsClassifier
weighted avg,0.8639080910753939,0.8523903323640684,0.8472810816375004,31983.0,uniform,1,300,KNeighborsClassifier
0,0.7878774916588246,0.9649518021793797,0.867470446945792,19088.0,uniform,2,300,KNeighborsClassifier
1,0.9222545031958164,0.6154323381155486,0.7382325581395349,12895.0,uniform,2,300,KNeighborsClassifier
accuracy,0.8240315167432699,0.8240315167432699,0.8240315167432699,0.8240315167432699,uniform,2,300,KNeighborsClassifier
macro avg,0.8550659974273205,0.7901920701474642,0.8028515025426635,31983.0,uniform,2,300,KNeighborsClassifier
weighted avg,0.8420560103646842,0.8240315167432699,0.8153639348563481,31983.0,uniform,2,300,KNeighborsClassifier
0,0.8230215183644254,0.9637992455993294,0.8878646750802346,19088.0,distance,1,300,KNeighborsClassifier
1,0.928245067497404,0.6932144241954246,0.7936958934517203,12895.0,distance,1,300,KNeighborsClassifier
accuracy,0.8547040615326893,0.8547040615326893,0.8547040615326893,0.8547040615326893,distance,1,300,KNeighborsClassifier
macro avg,0.8756332929309147,0.828506834897377,0.8407802842659775,31983.0,distance,1,300,KNeighborsClassifier
weighted avg,0.8654458583597279,0.8547040615326893,0.849897428758761,31983.0,distance,1,300,KNeighborsClassifier
0,0.7904258519186971,0.9636420787929589,0.8684813144786232,19088.0,distance,2,300,KNeighborsClassifier
1,0.9203397612488522,0.621791392012408,0.7421668903596057,12895.0,distance,2,300,KNeighborsClassifier
accuracy,0.8258137135353156,0.8258137135353156,0.8258137135353156,0.8258137135353156,distance,2,300,KNeighborsClassifier
macro avg,0.8553828065837746,0.7927167354026834,0.8053241024191145,31983.0,distance,2,300,KNeighborsClassifier
weighted avg,0.8428049239511002,0.8258137135353156,0.817553493479507,31983.0,distance,2,300,KNeighborsClassifier
0,0.8155937306295935,0.9650565800502934,0.8840524067764073,19088.0,uniform,1,350,KNeighborsClassifier
1,0.9290198999680749,0.6770065917022101,0.7832406244392608,12895.0,uniform,1,350,KNeighborsClassifier
accuracy,0.8489197386111371,0.8489197386111371,0.8489197386111371,0.8489197386111371,uniform,1,350,KNeighborsClassifier
macro avg,0.8723068152988342,0.8210315858762518,0.8336465156078341,31983.0,uniform,1,350,KNeighborsClassifier
weighted avg,0.861325227162743,0.8489197386111371,0.8434068158925783,31983.0,uniform,1,350,KNeighborsClassifier
0,0.7838457618481399,0.9669949706621962,0.8658410732714138,19088.0,uniform,2,350,KNeighborsClassifier
1,0.9253112033195021,0.6052733617681272,0.7318330989217066,12895.0,uniform,2,350,KNeighborsClassifier
accuracy,0.8211549885876872,0.8211549885876872,0.8211549885876872,0.8211549885876872,uniform,2,350,KNeighborsClassifier
macro avg,0.854578482583821,0.7861341662151617,0.7988370860965601,31983.0,uniform,2,350,KNeighborsClassifier
weighted avg,0.8408822145815675,0.8211549885876872,0.8118113440640388,31983.0,uniform,2,350,KNeighborsClassifier
0,0.8191446753593521,0.9643231349538978,0.8858249717269424,19088.0,distance,1,350,KNeighborsClassifier
1,0.9284062237174096,0.6848390849166344,0.7882358191636542,12895.0,distance,1,350,KNeighborsClassifier
accuracy,0.851639933714786,0.851639933714786,0.851639933714786,0.851639933714786,distance,1,350,KNeighborsClassifier
macro avg,0.8737754495383808,0.824581109935266,0.8370303954452982,31983.0,distance,1,350,KNeighborsClassifier
weighted avg,0.8631970677577248,0.851639933714786,0.8464786901928898,31983.0,distance,1,350,KNeighborsClassifier
0,0.7866683736610762,0.9657376362112322,0.8670539262952424,19088.0,distance,2,350,KNeighborsClassifier
1,0.9235087719298246,0.6123303606048857,0.7363954301702029,12895.0,distance,2,350,KNeighborsClassifier
accuracy,0.8232498514836006,0.8232498514836006,0.8232498514836006,0.8232498514836006,distance,2,350,KNeighborsClassifier
macro avg,0.8550885727954505,0.789033998408059,0.8017246782327226,31983.0,distance,2,350,KNeighborsClassifier
weighted avg,0.8418400878741116,0.8232498514836006,0.8143746495690947,31983.0,distance,2,350,KNeighborsClassifier
