index,precision,recall,f1-score,support,Weight_Func,Power,Num_Neighbors,source_model
0,0.8436148531093105,0.8890926236378877,0.8657569187603622,19088.0,uniform,1,5,KNeighborsClassifier
1,0.8215911006236305,0.7560294687863512,0.7874480029077984,12895.0,uniform,1,5,KNeighborsClassifier
accuracy,0.8354438295344402,0.8354438295344402,0.8354438295344402,0.8354438295344402,uniform,1,5,KNeighborsClassifier
macro avg,0.8326029768664704,0.8225610462121195,0.8266024608340803,31983.0,uniform,1,5,KNeighborsClassifier
weighted avg,0.8347352518116572,0.8354438295344402,0.8341840997653083,31983.0,uniform,1,5,KNeighborsClassifier
0,0.8139296187683285,0.8724329421626152,0.8421664812379893,19088.0,uniform,2,5,KNeighborsClassifier
1,0.7886835025600972,0.7047692904226445,0.7443689081824885,12895.0,uniform,2,5,KNeighborsClassifier
accuracy,0.8048338179657943,0.8048338179657943,0.8048338179657943,0.8048338179657943,uniform,2,5,KNeighborsClassifier
macro avg,0.8013065606642129,0.7886011162926299,0.7932676947102388,31983.0,uniform,2,5,KNeighborsClassifier
weighted avg,0.8037508153882471,0.8048338179657943,0.8027361681169349,31983.0,uniform,2,5,KNeighborsClassifier
0,0.8436148531093105,0.8890926236378877,0.8657569187603622,19088.0,distance,1,5,KNeighborsClassifier
1,0.8215911006236305,0.7560294687863512,0.7874480029077984,12895.0,distance,1,5,KNeighborsClassifier
accuracy,0.8354438295344402,0.8354438295344402,0.8354438295344402,0.8354438295344402,distance,1,5,KNeighborsClassifier
macro avg,0.8326029768664704,0.8225610462121195,0.8266024608340803,31983.0,distance,1,5,KNeighborsClassifier
weighted avg,0.8347352518116572,0.8354438295344402,0.8341840997653083,31983.0,distance,1,5,KNeighborsClassifier
0,0.8139296187683285,0.8724329421626152,0.8421664812379893,19088.0,distance,2,5,KNeighborsClassifier
1,0.7886835025600972,0.7047692904226445,0.7443689081824885,12895.0,distance,2,5,KNeighborsClassifier
accuracy,0.8048338179657943,0.8048338179657943,0.8048338179657943,0.8048338179657943,distance,2,5,KNeighborsClassifier
