index,precision,recall,f1-score,support,Weight_Func,Power,Num_Neighbors,source_model
0,0.8052236853579838,0.9674664710813077,0.8789205654181144,19088.0,distance,1,550,KNeighborsClassifier
1,0.9313736324455741,0.6535866614967042,0.7681370761939482,12895.0,distance,1,550,KNeighborsClassifier
accuracy,0.8409154863521245,0.8409154863521245,0.8409154863521245,0.8409154863521245,distance,1,550,KNeighborsClassifier
macro avg,0.8682986589017789,0.810526566289006,0.8235288208060313,31983.0,distance,1,550,KNeighborsClassifier
weighted avg,0.8560851920238525,0.8409154863521245,0.8342545524254112,31983.0,distance,1,550,KNeighborsClassifier
0,0.7738992131257325,0.9686714165968148,0.8604001861330853,19088.0,distance,2,550,KNeighborsClassifier
1,0.9260907180818193,0.5810779371849554,0.7140951110263984,12895.0,distance,2,550,KNeighborsClassifier
accuracy,0.8124003376793921,0.8124003376793921,0.8124003376793921,0.8124003376793921,distance,2,550,KNeighborsClassifier
macro avg,0.849994965603776,0.7748746768908851,0.7872476485797419,31983.0,distance,2,550,KNeighborsClassifier
weighted avg,0.8352602316796124,0.8124003376793921,0.8014124756775082,31983.0,distance,2,550,KNeighborsClassifier
