index,precision,recall,f1-score,support,Weight_Func,Power,Num_Neighbors,source_model
0,0.8542296072507553,0.9480301760268232,0.8986889153754469,19088.0,uniform,1,45,KNeighborsClassifier
1,0.9081396425594962,0.7605273361768127,0.8278045074702456,12895.0,uniform,1,45,KNeighborsClassifier
accuracy,0.8724322296219866,0.8724322296219866,0.8724322296219866,0.8724322296219866,uniform,1,45,KNeighborsClassifier
macro avg,0.8811846249051257,0.8542787561018179,0.8632467114228463,31983.0,uniform,1,45,KNeighborsClassifier
weighted avg,0.8759652138325711,0.8724322296219866,0.8701095313296235,31983.0,uniform,1,45,KNeighborsClassifier
0,0.8247700965365786,0.9444153394803018,0.8805470753449749,19088.0,uniform,2,45,KNeighborsClassifier
1,0.8952202251629469,0.7029856533540132,0.7875418096520568,12895.0,uniform,2,45,KNeighborsClassifier
accuracy,0.8470750085983179,0.8470750085983179,0.8470750085983179,0.8470750085983179,uniform,2,45,KNeighborsClassifier
macro avg,0.8599951608497627,0.8237004964171575,0.8340444424985158,31983.0,uniform,2,45,KNeighborsClassifier
weighted avg,0.853174386585574,0.8470750085983179,0.8430489388002423,31983.0,uniform,2,45,KNeighborsClassifier
0,0.8542699334371902,0.9480301760268232,0.8987112314072161,19088.0,distance,1,45,KNeighborsClassifier
1,0.9081481481481481,0.7606048856145793,0.8278539776324119,12895.0,distance,1,45,KNeighborsClassifier
accuracy,0.8724634962323734,0.8724634962323734,0.8724634962323734,0.8724634962323734,distance,1,45,KNeighborsClassifier
macro avg,0.8812090407926692,0.8543175308207012,0.863282604519814,31983.0,distance,1,45,KNeighborsClassifier
weighted avg,0.8759927104968095,0.8724634962323734,0.8701427954435447,31983.0,distance,1,45,KNeighborsClassifier
0,0.8247700965365786,0.9444153394803018,0.8805470753449749,19088.0,distance,2,45,KNeighborsClassifier
1,0.8952202251629469,0.7029856533540132,0.7875418096520568,12895.0,distance,2,45,KNeighborsClassifier
accuracy,0.8470750085983179,0.8470750085983179,0.8470750085983179,0.8470750085983179,distance,2,45,KNeighborsClassifier
macro avg,0.8599951608497627,0.8237004964171575,0.8340444424985158,31983.0,distance,2,45,KNeighborsClassifier
weighted avg,0.853174386585574,0.8470750085983179,0.8430489388002423,31983.0,distance,2,45,KNeighborsClassifier
0,0.8444413588817921,0.955836127409891,0.8966923870840909,19088.0,uniform,1,50,KNeighborsClassifier
1,0.9187626481642093,0.7393563396665375,0.8193537298040564,12895.0,uniform,1,50,KNeighborsClassifier
accuracy,0.8685551699340275,0.8685551699340275,0.8685551699340275,0.8685551699340275,uniform,1,50,KNeighborsClassifier
macro avg,0.8816020035230007,0.8475962335382142,0.8580230584440737,31983.0,uniform,1,50,KNeighborsClassifier
weighted avg,0.8744064348689343,0.8685551699340275,0.865510759793779,31983.0,uniform,1,50,KNeighborsClassifier
0,0.8136785058449411,0.9517497904442582,0.8773149824942653,19088.0,uniform,2,50,KNeighborsClassifier
1,0.9046188898094449,0.6773943388910431,0.7746884838809809,12895.0,uniform,2,50,KNeighborsClassifier
accuracy,0.8411343526248319,0.8411343526248319,0.8411343526248319,0.8411343526248319,uniform,2,50,KNeighborsClassifier
macro avg,0.8591486978271929,0.8145720646676506,0.826001733187623,31983.0,uniform,2,50,KNeighborsClassifier
weighted avg,0.8503441173017237,0.8411343526248319,0.8359377289652561,31983.0,uniform,2,50,KNeighborsClassifier
0,0.8559890421311166,0.9494446772841576,0.9002980625931445,19088.0,distance,1,50,KNeighborsClassifier
1,0.9107390620664139,0.7635517642497092,0.8306757782839788,12895.0,distance,1,50,KNeighborsClassifier
accuracy,0.8744958259075134,0.8744958259075134,0.8744958259075134,0.8744958259075134,distance,1,50,KNeighborsClassifier
macro avg,0.8833640520987652,0.8564982207669334,0.8654869204385616,31983.0,distance,1,50,KNeighborsClassifier
weighted avg,0.8780633161850095,0.8744958259075134,0.8722275452505971,31983.0,distance,1,50,KNeighborsClassifier
0,0.8260929274433508,0.9454107292539815,0.881733564605575,19088.0,distance,2,50,KNeighborsClassifier
1,0.8972183862694811,0.705389685924777,0.7898232970086397,12895.0,distance,2,50,KNeighborsClassifier
accuracy,0.8486383391176563,0.8486383391176563,0.8486383391176563,0.8486383391176563,distance,2,50,KNeighborsClassifier
macro avg,0.861655656856416,0.8254002075893793,0.8357784308071073,31983.0,distance,2,50,KNeighborsClassifier
weighted avg,0.8547694991083901,0.8486383391176563,0.8446769126135018,31983.0,distance,2,50,KNeighborsClassifier
