index,precision,recall,f1-score,support,Weight_Func,Power,Num_Neighbors,source_model
0,0.8450351982215636,0.9558885163453479,0.8970501474926255,19088.0,uniform,1,95,KNeighborsClassifier
1,0.9189683379847945,0.7405195812330361,0.8201494460190671,12895.0,uniform,1,95,KNeighborsClassifier
accuracy,0.8690554357002157,0.8690554357002157,0.8690554357002157,0.8690554357002157,uniform,1,95,KNeighborsClassifier
macro avg,0.8820017681031791,0.848204048789192,0.8585997967558463,31983.0,uniform,1,95,KNeighborsClassifier
weighted avg,0.8748437789440369,0.8690554357002157,0.8660450965123693,31983.0,uniform,1,95,KNeighborsClassifier
0,0.8166054305941393,0.9547883487007544,0.8803072018548036,19088.0,uniform,2,95,KNeighborsClassifier
1,0.9107087428867046,0.6825901512214037,0.7803191489361702,12895.0,uniform,2,95,KNeighborsClassifier
accuracy,0.845042678923178,0.845042678923178,0.845042678923178,0.845042678923178,uniform,2,95,KNeighborsClassifier
macro avg,0.8636570867404219,0.818689249961079,0.8303131753954869,31983.0,uniform,2,95,KNeighborsClassifier
weighted avg,0.8545462807962039,0.845042678923178,0.8399937246204673,31983.0,uniform,2,95,KNeighborsClassifier
0,0.8451846018437023,0.955836127409891,0.8971112476951444,19088.0,distance,1,95,KNeighborsClassifier
1,0.9189111196614083,0.7408297789841024,0.8203168605899275,12895.0,distance,1,95,KNeighborsClassifier
accuracy,0.869149235531376,0.869149235531376,0.869149235531376,0.869149235531376,distance,1,95,KNeighborsClassifier
macro avg,0.8820478607525553,0.8483329531969968,0.858714054142536,31983.0,distance,1,95,KNeighborsClassifier
weighted avg,0.8749098761225166,0.869149235531376,0.8661490608545799,31983.0,distance,1,95,KNeighborsClassifier
0,0.8167518150040334,0.9547883487007544,0.8803922515820491,19088.0,distance,2,95,KNeighborsClassifier
1,0.9107456820767401,0.68290034897247,0.7805353660698459,12895.0,distance,2,95,KNeighborsClassifier
accuracy,0.845167745364725,0.845167745364725,0.845167745364725,0.845167745364725,distance,2,95,KNeighborsClassifier
macro avg,0.8637487485403867,0.8188443488366122,0.8304638088259475,31983.0,distance,2,95,KNeighborsClassifier
weighted avg,0.8546485387604837,0.845167745364725,0.8401316588083926,31983.0,distance,2,95,KNeighborsClassifier
0,0.8390378006872852,0.9593461860854987,0.8951677950773593,19088.0,uniform,1,100,KNeighborsClassifier
1,0.9236070092537901,0.7275688251260178,0.8139504619789181,12895.0,uniform,1,100,KNeighborsClassifier
accuracy,0.8658975080511522,0.8658975080511522,0.8658975080511522,0.8658975080511522,uniform,1,100,KNeighborsClassifier
macro avg,0.8813224049705377,0.8434575056057583,0.8545591285281386,31983.0,uniform,1,100,KNeighborsClassifier
weighted avg,0.8731346629098747,0.8658975080511522,0.8624223518636395,31983.0,uniform,1,100,KNeighborsClassifier
0,0.8086187845303867,0.9584555741827326,0.8771845707573179,19088.0,uniform,2,100,KNeighborsClassifier
1,0.9152596708698439,0.6642109344707251,0.7697838493686245,12895.0,uniform,2,100,KNeighborsClassifier
accuracy,0.8398211549885877,0.8398211549885877,0.8398211549885877,0.8398211549885877,uniform,2,100,KNeighborsClassifier
macro avg,0.8619392277001153,0.8113332543267289,0.8234842100629712,31983.0,uniform,2,100,KNeighborsClassifier
weighted avg,0.8516145707088972,0.8398211549885877,0.833882432049029,31983.0,uniform,2,100,KNeighborsClassifier
0,0.846310715609937,0.9566219614417435,0.8980916781428291,19088.0,distance,1,100,KNeighborsClassifier
1,0.9204381666186221,0.7428460643660334,0.8221611878808687,12895.0,distance,1,100,KNeighborsClassifier
accuracy,0.8704311665572335,0.8704311665572335,0.8704311665572335,0.8704311665572335,distance,1,100,KNeighborsClassifier
macro avg,0.8833744411142795,0.8497340129038884,0.8601264330118489,31983.0,distance,1,100,KNeighborsClassifier
weighted avg,0.8761976393118097,0.8704311665572335,0.8674777997721953,31983.0,distance,1,100,KNeighborsClassifier
0,0.8170660694288914,0.9556265716680638,0.8809311085890903,19088.0,distance,2,100,KNeighborsClassifier
1,0.9123006833712984,0.6832880961613028,0.7813594643728107,12895.0,distance,2,100,KNeighborsClassifier
accuracy,0.8458243441828471,0.8458243441828471,0.8458243441828471,0.8458243441828471,distance,2,100,KNeighborsClassifier
macro avg,0.864683376400095,0.8194573339146833,0.8311452864809505,31983.0,distance,2,100,KNeighborsClassifier
weighted avg,0.8554630411572264,0.8458243441828471,0.8407855202400009,31983.0,distance,2,100,KNeighborsClassifier
