index,precision,recall,f1-score,support,Weight_Func,Power,Num_Neighbors,source_model
0,0.8322214658497844,0.9607082984073764,0.8918610023587774,19088.0,uniform,1,195,KNeighborsClassifier
1,0.9246079613992763,0.7132997285769678,0.8053232937880314,12895.0,uniform,1,195,KNeighborsClassifier
accuracy,0.8609573836100428,0.8609573836100428,0.8609573836100428,0.8609573836100428,uniform,1,195,KNeighborsClassifier
macro avg,0.8784147136245304,0.8370040134921721,0.8485921480734044,31983.0,uniform,1,195,KNeighborsClassifier
weighted avg,0.8694701248283261,0.8609573836100428,0.8569704745152428,31983.0,uniform,1,195,KNeighborsClassifier
0,0.8015976951283394,0.9620180217937971,0.8745118582722164,19088.0,uniform,2,195,KNeighborsClassifier
1,0.9201101928374655,0.6475378053509112,0.760127446517979,12895.0,uniform,2,195,KNeighborsClassifier
accuracy,0.8352249632617328,0.8352249632617328,0.8352249632617328,0.8352249632617328,uniform,2,195,KNeighborsClassifier
macro avg,0.8608539439829025,0.8047779135723542,0.8173196523950977,31983.0,uniform,2,195,KNeighborsClassifier
weighted avg,0.8493799124925385,0.8352249632617328,0.8283940147437515,31983.0,uniform,2,195,KNeighborsClassifier
0,0.8328034156976745,0.9605511316010059,0.8921272868820553,19088.0,distance,1,195,KNeighborsClassifier
1,0.9244506872679843,0.714540519581233,0.806053713585863,12895.0,distance,1,195,KNeighborsClassifier
accuracy,0.8613638495450708,0.8613638495450708,0.8613638495450708,0.8613638495450708,distance,1,195,KNeighborsClassifier
macro avg,0.8786270514828294,0.8375458255911195,0.8490905002339592,31983.0,distance,1,195,KNeighborsClassifier
weighted avg,0.8697540321782781,0.8613638495450708,0.857423890463508,31983.0,distance,1,195,KNeighborsClassifier
0,0.8022198916273379,0.961756077116513,0.8747736586295626,19088.0,distance,2,195,KNeighborsClassifier
1,0.9197714034509287,0.6490112446684762,0.7610257342911703,12895.0,distance,2,195,KNeighborsClassifier
accuracy,0.8356626958071476,0.8356626958071476,0.8356626958071476,0.8356626958071476,distance,2,195,KNeighborsClassifier
macro avg,0.8609956475391333,0.8053836608924946,0.8178996964603664,31983.0,distance,2,195,KNeighborsClassifier
weighted avg,0.8496146558760076,0.8356626958071476,0.8289124359692879,31983.0,distance,2,195,KNeighborsClassifier
0,0.8292407691613253,0.9624371332774518,0.890887929780321,19088.0,uniform,1,200,KNeighborsClassifier
1,0.9270525994506054,0.7066304769290422,0.8019714838936808,12895.0,uniform,1,200,KNeighborsClassifier
accuracy,0.8593002532595442,0.8593002532595442,0.8593002532595442,0.8593002532595442,uniform,1,200,KNeighborsClassifier
macro avg,0.8781466843059653,0.834533805103247,0.8464297068370009,31983.0,uniform,1,200,KNeighborsClassifier
weighted avg,0.8686768305558245,0.8593002532595442,0.8550383356300467,31983.0,uniform,1,200,KNeighborsClassifier
0,0.797726483859771,0.9632229673093042,0.8726979305107272,19088.0,uniform,2,200,KNeighborsClassifier
1,0.9214325685506435,0.6384645211322217,0.754283096655978,12895.0,uniform,2,200,KNeighborsClassifier
accuracy,0.8322859018853767,0.8322859018853767,0.8322859018853767,0.8322859018853767,uniform,2,200,KNeighborsClassifier
macro avg,0.8595795262052073,0.800843744220763,0.8134905135833526,31983.0,uniform,2,200,KNeighborsClassifier
weighted avg,0.8476026668972846,0.8322859018853767,0.8249550895465589,31983.0,uniform,2,200,KNeighborsClassifier
0,0.8332046332046332,0.9609702430846605,0.8925382575481109,19088.0,distance,1,200,KNeighborsClassifier
1,0.925260834670947,0.7152384645211323,0.8068057560250186,12895.0,distance,1,200,KNeighborsClassifier
accuracy,0.8618953819216458,0.8618953819216458,0.8618953819216458,0.8618953819216458,distance,1,200,KNeighborsClassifier
macro avg,0.8792327339377901,0.8381043538028964,0.8496720067865647,31983.0,distance,1,200,KNeighborsClassifier
weighted avg,0.8703201232433448,0.8618953819216458,0.8579723754501128,31983.0,distance,1,200,KNeighborsClassifier
0,0.8029388611912883,0.9618608549874267,0.8752443152023646,19088.0,distance,2,200,KNeighborsClassifier
1,0.9201491718767139,0.6505622334238077,0.7622206069416682,12895.0,distance,2,200,KNeighborsClassifier
accuracy,0.8363505612356564,0.8363505612356564,0.8363505612356564,0.8363505612356564,distance,2,200,KNeighborsClassifier
macro avg,0.8615440165340011,0.8062115442056172,0.8187324610720164,31983.0,distance,2,200,KNeighborsClassifier
weighted avg,0.8501960589616214,0.8363505612356564,0.8296750841101693,31983.0,distance,2,200,KNeighborsClassifier
