index,precision,recall,f1-score,support,Weight_Func,Power,Num_Neighbors,source_model
0,0.8338868920333046,0.960184409052808,0.8925901575474224,19088.0,uniform,1,175,KNeighborsClassifier
1,0.924030387844862,0.7168670027142303,0.8073715009389056,12895.0,uniform,1,175,KNeighborsClassifier
accuracy,0.8620829815839665,0.8620829815839665,0.8620829815839665,0.8620829815839665,uniform,1,175,KNeighborsClassifier
macro avg,0.8789586399390833,0.8385257058835192,0.8499808292431641,31983.0,uniform,1,175,KNeighborsClassifier
weighted avg,0.8702312117809841,0.8620829815839665,0.8582314489532685,31983.0,uniform,1,175,KNeighborsClassifier
0,0.8042924859550562,0.9600272422464375,0.8752865876958349,19088.0,uniform,2,175,KNeighborsClassifier
1,0.917056201761061,0.6542070569988367,0.7636462387978638,12895.0,uniform,2,175,KNeighborsClassifier
accuracy,0.8367257605602977,0.8367257605602977,0.8367257605602977,0.8367257605602977,uniform,2,175,KNeighborsClassifier
macro avg,0.8606743438580586,0.8071171496226371,0.8194664132468493,31983.0,uniform,2,175,KNeighborsClassifier
weighted avg,0.8497568925247473,0.8367257605602977,0.8302751034998765,31983.0,uniform,2,175,KNeighborsClassifier
0,0.834418392897792,0.960184409052808,0.8928945509463376,19088.0,distance,1,175,KNeighborsClassifier
1,0.9241365542024356,0.7179526948429624,0.8081002051237289,12895.0,distance,1,175,KNeighborsClassifier
accuracy,0.8625207141293812,0.8625207141293812,0.8625207141293812,0.8625207141293812,distance,1,175,KNeighborsClassifier
macro avg,0.8792774735501138,0.8390685519478852,0.8504973780350333,31983.0,distance,1,175,KNeighborsClassifier
weighted avg,0.8705912250280918,0.8625207141293812,0.8587069172227175,31983.0,distance,1,175,KNeighborsClassifier
0,0.8047430830039526,0.9599748533109808,0.8755315590807015,19088.0,distance,2,175,KNeighborsClassifier
1,0.9170737002062304,0.6552151996898022,0.7643387009227428,12895.0,distance,2,175,KNeighborsClassifier
accuracy,0.8371009598849388,0.8371009598849388,0.8371009598849388,0.8371009598849388,distance,2,175,KNeighborsClassifier
macro avg,0.8609083916050915,0.8075950265003915,0.8199351300017221,31983.0,distance,2,175,KNeighborsClassifier
weighted avg,0.8500328716048772,0.8371009598849388,0.8307004955173436,31983.0,distance,2,175,KNeighborsClassifier
0,0.8305353183401963,0.9615465213746857,0.891252094107364,19088.0,uniform,1,180,KNeighborsClassifier
1,0.9257385673816269,0.7095773555641721,0.8033715264059001,12895.0,uniform,1,180,KNeighborsClassifier
accuracy,0.8599568520776663,0.8599568520776663,0.8599568520776663,0.8599568520776663,uniform,1,180,KNeighborsClassifier
macro avg,0.8781369428609116,0.8355619384694288,0.847311810256632,31983.0,uniform,1,180,KNeighborsClassifier
weighted avg,0.8689196442755134,0.8599568520776663,0.8558201483702419,31983.0,uniform,1,180,KNeighborsClassifier
0,0.7999390057944495,0.9619132439228835,0.873480649841821,19088.0,uniform,2,180,KNeighborsClassifier
1,0.9194905869324475,0.6438929817758822,0.757400228050171,12895.0,uniform,2,180,KNeighborsClassifier
accuracy,0.8336928993527811,0.8336928993527811,0.8336928993527811,0.8336928993527811,uniform,2,180,KNeighborsClassifier
macro avg,0.8597147963634485,0.8029031128493829,0.815440438945996,31983.0,uniform,2,180,KNeighborsClassifier
weighted avg,0.8481401638713805,0.8336928993527811,0.8266790039986128,31983.0,uniform,2,180,KNeighborsClassifier
0,0.834609075997813,0.9596605196982397,0.8927770737888683,19088.0,distance,1,180,KNeighborsClassifier
1,0.9232685600398605,0.7184955409073284,0.8081116441343219,12895.0,distance,1,180,KNeighborsClassifier
accuracy,0.8624269142982209,0.8624269142982209,0.8624269142982209,0.8624269142982209,distance,1,180,KNeighborsClassifier
macro avg,0.8789388180188367,0.839078030302784,0.8504443589615951,31983.0,distance,1,180,KNeighborsClassifier
weighted avg,0.8703550675158758,0.8624269142982209,0.8586414168650219,31983.0,distance,1,180,KNeighborsClassifier
0,0.8049444517630527,0.9603415758591786,0.8758032536250926,19088.0,distance,2,180,KNeighborsClassifier
1,0.9178067318132465,0.6555253974408686,0.764804342908844,12895.0,distance,2,180,KNeighborsClassifier
accuracy,0.8374448925991933,0.8374448925991933,0.8374448925991933,0.8374448925991933,distance,2,180,KNeighborsClassifier
macro avg,0.8613755917881496,0.8079334866500236,0.8203037982669683,31983.0,distance,2,180,KNeighborsClassifier
weighted avg,0.8504485977545871,0.8374448925991933,0.8310503863616706,31983.0,distance,2,180,KNeighborsClassifier
