index,precision,recall,f1-score,support,Weight_Func,Power,Num_Neighbors,source_model
0,0.8328865464128311,0.9603415758591786,0.8920845803829963,19088.0,uniform,1,185,KNeighborsClassifier
1,0.9241026669340284,0.7147731678945327,0.806069351523897,12895.0,uniform,1,185,KNeighborsClassifier
accuracy,0.8613325829346841,0.8613325829346841,0.8613325829346841,0.8613325829346841,uniform,1,185,KNeighborsClassifier
macro avg,0.8784946066734298,0.8375573718768556,0.8490769659534467,31983.0,uniform,1,185,KNeighborsClassifier
weighted avg,0.8696633301454653,0.8613325829346841,0.8574047074461836,31983.0,uniform,1,185,KNeighborsClassifier
0,0.8029759299781182,0.9612321877619446,0.8750059611807907,19088.0,uniform,2,185,KNeighborsClassifier
1,0.9189751450782875,0.650872431174874,0.7620301434537862,12895.0,uniform,2,185,KNeighborsClassifier
accuracy,0.8361004283525623,0.8361004283525623,0.8361004283525623,0.8361004283525623,uniform,2,185,KNeighborsClassifier
macro avg,0.8609755375282029,0.8060523094684093,0.8185180523172884,31983.0,uniform,2,185,KNeighborsClassifier
weighted avg,0.8497448346686314,0.8361004283525623,0.8294560387348123,31983.0,uniform,2,185,KNeighborsClassifier
0,0.8332272437937619,0.9600796311818944,0.8921668857407138,19088.0,distance,1,185,KNeighborsClassifier
1,0.9237160876964661,0.7155486622721985,0.8064149624191574,12895.0,distance,1,185,KNeighborsClassifier
accuracy,0.8614889159866179,0.8614889159866179,0.8614889159866179,0.8614889159866179,distance,1,185,KNeighborsClassifier
macro avg,0.8784716657451139,0.8378141467270465,0.8492909240799356,31983.0,distance,1,185,KNeighborsClassifier
weighted avg,0.8697108020004771,0.8614889159866179,0.8575931731048926,31983.0,distance,1,185,KNeighborsClassifier
0,0.8034775753328661,0.9610750209555742,0.8752385496183206,19088.0,distance,2,185,KNeighborsClassifier
1,0.9188066877936838,0.6520356727413726,0.7627687562369592,12895.0,distance,2,185,KNeighborsClassifier
accuracy,0.8364756276772035,0.8364756276772035,0.8364756276772035,0.8364756276772035,distance,2,185,KNeighborsClassifier
macro avg,0.861142131563275,0.8065553468484734,0.8190036529276399,31983.0,distance,2,185,KNeighborsClassifier
weighted avg,0.8499763060705156,0.8364756276772035,0.8298926475562045,31983.0,distance,2,185,KNeighborsClassifier
0,0.8293971551140212,0.9622275775356245,0.8908883661145199,19088.0,uniform,1,190,KNeighborsClassifier
1,0.9267127464931897,0.7070182241178752,0.8020938723441693,12895.0,uniform,1,190,KNeighborsClassifier
accuracy,0.859331519869931,0.859331519869931,0.859331519869931,0.859331519869931,uniform,1,190,KNeighborsClassifier
macro avg,0.8780549508036055,0.8346229008267498,0.8464911192293446,31983.0,uniform,1,190,KNeighborsClassifier
weighted avg,0.8686331414453341,0.859331519869931,0.8550879409771447,31983.0,uniform,1,190,KNeighborsClassifier
0,0.7988435788192331,0.9626466890192791,0.8731290092658589,19088.0,uniform,2,190,KNeighborsClassifier
1,0.9206101770404187,0.641178751454052,0.7558968732857927,12895.0,uniform,2,190,KNeighborsClassifier
accuracy,0.833036300534659,0.833036300534659,0.833036300534659,0.833036300534659,uniform,2,190,KNeighborsClassifier
macro avg,0.8597268779298259,0.8019127202366656,0.8145129412758259,31983.0,uniform,2,190,KNeighborsClassifier
weighted avg,0.8479377939979902,0.833036300534659,0.8258630119090459,31983.0,uniform,2,190,KNeighborsClassifier
0,0.8339167992725619,0.9609178541492037,0.8929240805199231,19088.0,distance,1,190,KNeighborsClassifier
1,0.9253103724469364,0.7167119038386972,0.8077612201197396,12895.0,distance,1,190,KNeighborsClassifier
accuracy,0.8624581809086077,0.8624581809086077,0.8624581809086077,0.8624581809086077,distance,1,190,KNeighborsClassifier
macro avg,0.8796135858597491,0.8388148789939505,0.8503426503198314,31983.0,distance,1,190,KNeighborsClassifier
weighted avg,0.8707651288877812,0.8624581809086077,0.8585878680051382,31983.0,distance,1,190,KNeighborsClassifier
0,0.8039963191797029,0.9612321877619446,0.8756114438426114,19088.0,distance,2,190,KNeighborsClassifier
1,0.9192316088190351,0.6531213648701046,0.763657795711112,12895.0,distance,2,190,KNeighborsClassifier
accuracy,0.8370071600537786,0.8370071600537786,0.8370071600537786,0.8370071600537786,distance,2,190,KNeighborsClassifier
macro avg,0.861613963999369,0.8071767763160247,0.8196346197768617,31983.0,distance,2,190,KNeighborsClassifier
weighted avg,0.8504572221562589,0.8370071600537786,0.8304736427402856,31983.0,distance,2,190,KNeighborsClassifier
