index,precision,recall,f1-score,support,Weight_Func,Power,Num_Neighbors,source_model
0,0.8347314671286588,0.9591890192791283,0.8926429720637709,19088.0,uniform,1,165,KNeighborsClassifier
1,0.9224798487411683,0.7188832880961613,0.8080543933054394,12895.0,uniform,1,165,KNeighborsClassifier
accuracy,0.8623018478566739,0.8623018478566739,0.8623018478566739,0.8623018478566739,uniform,1,165,KNeighborsClassifier
macro avg,0.8786056579349135,0.8390361536876447,0.8503486826846052,31983.0,uniform,1,165,KNeighborsClassifier
weighted avg,0.8701101176896852,0.8623018478566739,0.8585383001102742,31983.0,uniform,1,165,KNeighborsClassifier
0,0.8044795783926219,0.9596605196982397,0.8752448755315592,19088.0,uniform,2,165,KNeighborsClassifier
1,0.9164224465429285,0.6547499030632028,0.7637959109824497,12895.0,uniform,2,165,KNeighborsClassifier
accuracy,0.8367257605602977,0.8367257605602977,0.8367257605602977,0.8367257605602977,uniform,2,165,KNeighborsClassifier
macro avg,0.8604510124677751,0.8072052113807213,0.8195203932570044,31983.0,uniform,2,165,KNeighborsClassifier
weighted avg,0.849613033190427,0.8367257605602977,0.8303105542402243,31983.0,uniform,2,165,KNeighborsClassifier
0,0.8351427789435271,0.9591366303436715,0.8928554011216776,19088.0,distance,1,165,KNeighborsClassifier
1,0.9224729152171752,0.7197363319115937,0.8085903467503051,12895.0,distance,1,165,KNeighborsClassifier
accuracy,0.8626145139605416,0.8626145139605416,0.8626145139605416,0.8626145139605416,distance,1,165,KNeighborsClassifier
macro avg,0.8788078470803511,0.8394364811276326,0.8507228739359913,31983.0,distance,1,165,KNeighborsClassifier
weighted avg,0.870352800118798,0.8626145139605416,0.85888116868198,31983.0,distance,1,165,KNeighborsClassifier
0,0.805053834322127,0.9597129086336965,0.8756064335731185,19088.0,distance,2,165,KNeighborsClassifier
1,0.9166666666666666,0.655990694067468,0.7647244948695927,12895.0,distance,2,165,KNeighborsClassifier
accuracy,0.8372572929368727,0.8372572929368727,0.8372572929368727,0.8372572929368727,distance,2,165,KNeighborsClassifier
macro avg,0.8608602504943967,0.8078518013505822,0.8201654642213556,31983.0,distance,2,165,KNeighborsClassifier
weighted avg,0.8500542243131484,0.8372572929368727,0.8309007274297935,31983.0,distance,2,165,KNeighborsClassifier
0,0.8311588293920449,0.9611797988264879,0.8914532821534424,19088.0,uniform,1,170,KNeighborsClassifier
1,0.9252194974265819,0.7109732454439706,0.8040694614979828,12895.0,uniform,1,170,KNeighborsClassifier
accuracy,0.8603007847919207,0.8603007847919207,0.8603007847919207,0.8603007847919207,uniform,1,170,KNeighborsClassifier
macro avg,0.8781891634093134,0.8360765221352292,0.8477613718257127,31983.0,uniform,1,170,KNeighborsClassifier
weighted avg,0.8690824861567434,0.8603007847919207,0.8562216163512303,31983.0,uniform,1,170,KNeighborsClassifier
0,0.801353711790393,0.9613893545683152,0.8741068876821949,19088.0,uniform,2,170,KNeighborsClassifier
1,0.9188594076846857,0.6472276075998449,0.7594867594867595,12895.0,uniform,2,170,KNeighborsClassifier
accuracy,0.8347246974955445,0.8347246974955445,0.8347246974955445,0.8347246974955445,uniform,2,170,KNeighborsClassifier
macro avg,0.8601065597375394,0.80430848108408,0.8167968235844771,31983.0,uniform,2,170,KNeighborsClassifier
weighted avg,0.8487300038379465,0.8347246974955445,0.8278940073057405,31983.0,uniform,2,170,KNeighborsClassifier
0,0.8357902423440281,0.9593985750209556,0.8933388619234616,19088.0,distance,1,170,KNeighborsClassifier
1,0.9230540111199365,0.7209771229158589,0.809596377411068,12895.0,distance,1,170,KNeighborsClassifier
accuracy,0.8632711127786636,0.8632711127786636,0.8632711127786636,0.8632711127786636,distance,1,170,KNeighborsClassifier
macro avg,0.8794221267319823,0.8401878489684073,0.8514676196672648,31983.0,distance,1,170,KNeighborsClassifier
weighted avg,0.8709735052763777,0.8632711127786636,0.8595753207363523,31983.0,distance,1,170,KNeighborsClassifier
0,0.8063749229550057,0.9595557418273261,0.8763217070953542,19088.0,distance,2,170,KNeighborsClassifier
1,0.916711619376416,0.6589375727025979,0.7667388558022018,12895.0,distance,2,170,KNeighborsClassifier
accuracy,0.8383516243004095,0.8383516243004095,0.8383516243004095,0.8383516243004095,distance,2,170,KNeighborsClassifier
macro avg,0.8615432711657108,0.8092466572649619,0.8215302814487779,31983.0,distance,2,170,KNeighborsClassifier
weighted avg,0.850860796711504,0.8383516243004095,0.8321397708346782,31983.0,distance,2,170,KNeighborsClassifier
